iteration,candidate,model_count,average_quality_score,average_overall_score,average_speed_score,average_reliability_score,average_value_score,min_quality_score,min_overall_score,total_runtime_sec
1,forensic-repairs-shared,2,84.79750000000001,77.86684971910114,62.04,75.28089887640449,19.021287290777458,82.73333333333333,76.25396254681648,1134.6242822089116
2,forensic-json-agent-lean,2,86.5975,79.64609691011236,62.475,78.08988764044943,21.487151810214293,85.55166666666666,77.91943913857679,1104.1667531249695
3,forensic-tool-reason,2,86.64166666666665,81.44028745318352,69.92,79.2134831460674,32.3302626618826,85.38666666666666,81.34668913857678,809.2962145420606
