iteration,candidate,model_id,run_json,policy_json,quality_score,overall_score,speed_score,reliability_score,value_score,generation_tok_per_sec,total_runtime_sec,agent_score,coding_score,dataextract_score,instructfollow_score,reasonmath_score,toolcall_score,proxy_requests,preflight_requests,coding_fallbacks,retried_requests
1,forensic-repairs-shared,gemma-4-E2B-it-qat-UD-Q4_K_XL,results/benchloop/gemma4-fastify-optimization-forensic3/iteration-01/run-json/gemma-4-E2B-it-qat-UD-Q4_K_XL-gemma4-harness-optimized.run.json,results/benchloop/gemma4-fastify-optimization-forensic3/iteration-01/policy.json,82.73333333333333,76.25396254681648,65.27,70.78651685393258,20.9338464567633,35.74521957430517,460.75336920894915,93.75,100,81.75,62.23,63.67,95,119,12,12,0
1,forensic-repairs-shared,gemma-4-E4B-it-qat-UD-Q4_K_XL,results/benchloop/gemma4-fastify-optimization-forensic3/iteration-01/run-json/gemma-4-E4B-it-qat-UD-Q4_K_XL-gemma4-harness-optimized.run.json,results/benchloop/gemma4-fastify-optimization-forensic3/iteration-01/policy.json,86.86166666666668,79.47973689138578,58.81,79.7752808988764,17.10872812479162,24.6900076632526,673.8709129999625,93.75,100,87.97,64.45,80,95,118,12,12,0
2,forensic-json-agent-lean,gemma-4-E2B-it-qat-UD-Q4_K_XL,results/benchloop/gemma4-fastify-optimization-forensic3/iteration-02/run-json/gemma-4-E2B-it-qat-UD-Q4_K_XL-gemma4-harness-optimized.run.json,results/benchloop/gemma4-fastify-optimization-forensic3/iteration-02/policy.json,87.64333333333333,81.37275468164795,67.53,78.65168539325843,27.663384612271834,40.130853358452704,433.74587962497026,96.88,100,84.2,67.78,77,100,121,12,12,0
2,forensic-json-agent-lean,gemma-4-E4B-it-qat-UD-Q4_K_XL,results/benchloop/gemma4-fastify-optimization-forensic3/iteration-02/run-json/gemma-4-E4B-it-qat-UD-Q4_K_XL-gemma4-harness-optimized.run.json,results/benchloop/gemma4-fastify-optimization-forensic3/iteration-02/policy.json,85.55166666666666,77.91943913857679,57.42,77.52808988764045,15.310919008156748,23.084140048025063,670.4208734999993,96.88,100,87.77,63.33,70.33,95,119,12,12,0
3,forensic-tool-reason,gemma-4-E2B-it-qat-UD-Q4_K_XL,results/benchloop/gemma4-fastify-optimization-forensic3/iteration-03/run-json/gemma-4-E2B-it-qat-UD-Q4_K_XL-gemma4-harness-optimized.run.json,results/benchloop/gemma4-fastify-optimization-forensic3/iteration-03/policy.json,85.38666666666666,81.34668913857678,75.01,77.52808988764045,40.1409923666686,60.63717514585832,384.9924624580308,96.88,100,84.33,71.11,60,100,119,12,12,0
3,forensic-tool-reason,gemma-4-E4B-it-qat-UD-Q4_K_XL,results/benchloop/gemma4-fastify-optimization-forensic3/iteration-03/run-json/gemma-4-E4B-it-qat-UD-Q4_K_XL-gemma4-harness-optimized.run.json,results/benchloop/gemma4-fastify-optimization-forensic3/iteration-03/policy.json,87.89666666666666,81.53388576779027,64.83,80.89887640449437,24.519532957096594,34.48238514261692,424.30375208402984,96.88,100,87.17,63.33,86.67,93.33,119,12,12,0
