variant,backend_mode,run_id,run_json,model_id,provider,harness,suite_name,task_id,trial_index,trial_warmup,trial_passed,trial_score,trial_latency_ms,trial_tokens_generated,trial_tokens_prompt,trial_error,trial_speed_metrics_ttft_ms,trial_speed_metrics_prompt_eval_tok_per_sec,trial_speed_metrics_generation_tok_per_sec,trial_speed_metrics_total_latency_ms
qat_latest_llamacpp_all_suites_temp1_top_p095_top_k64,Metal,2026-06-05T23-36-58-851555-00-00-gemma-4-E4B-it-qat-UD-Q4_K_XL,results/benchloop/qat-latest-llamacpp-all-suites-temp1-top_p095-top_k64/run-json/gemma-4-E4B-it-qat-UD-Q4_K_XL.run.json,gemma-4-E4B-it-qat-UD-Q4_K_XL,openai_compat,raw,speed,speed-medium-002,2,false,true,64.92,4648.488459002692,160,20,,0,0,34.419790736519786,4648.488459002692
qat_latest_llamacpp_all_suites_temp1_top_p095_top_k64,Metal,2026-06-05T23-36-58-851555-00-00-gemma-4-E4B-it-qat-UD-Q4_K_XL,results/benchloop/qat-latest-llamacpp-all-suites-temp1-top_p095-top_k64/run-json/gemma-4-E4B-it-qat-UD-Q4_K_XL.run.json,gemma-4-E4B-it-qat-UD-Q4_K_XL,openai_compat,raw,speed,speed-medium-002,3,false,true,65.4,4526.744125003461,160,20,,0,0,35.34549238518704,4526.744125003461
qat_latest_llamacpp_all_suites_temp1_top_p095_top_k64,Metal,2026-06-05T23-36-58-851555-00-00-gemma-4-E4B-it-qat-UD-Q4_K_XL,results/benchloop/qat-latest-llamacpp-all-suites-temp1-top_p095-top_k64/run-json/gemma-4-E4B-it-qat-UD-Q4_K_XL.run.json,gemma-4-E4B-it-qat-UD-Q4_K_XL,openai_compat,raw,speed,speed-medium-003,1,true,true,65.34,4541.716541003552,160,17,,0,0,35.228970931031704,4541.716541003552
qat_latest_llamacpp_all_suites_temp1_top_p095_top_k64,Metal,2026-06-05T23-36-58-851555-00-00-gemma-4-E4B-it-qat-UD-Q4_K_XL,results/benchloop/qat-latest-llamacpp-all-suites-temp1-top_p095-top_k64/run-json/gemma-4-E4B-it-qat-UD-Q4_K_XL.run.json,gemma-4-E4B-it-qat-UD-Q4_K_XL,openai_compat,raw,speed,speed-medium-003,2,false,true,65.02,4622.170957998605,160,17,,0,0,34.61576853255982,4622.170957998605
qat_latest_llamacpp_all_suites_temp1_top_p095_top_k64,Metal,2026-06-05T23-36-58-851555-00-00-gemma-4-E4B-it-qat-UD-Q4_K_XL,results/benchloop/qat-latest-llamacpp-all-suites-temp1-top_p095-top_k64/run-json/gemma-4-E4B-it-qat-UD-Q4_K_XL.run.json,gemma-4-E4B-it-qat-UD-Q4_K_XL,openai_compat,raw,speed,speed-medium-003,3,false,true,65.29,4553.553541001747,160,17,,0,0,35.13739293044553,4553.553541001747
qat_latest_llamacpp_all_suites_temp1_top_p095_top_k64,Metal,2026-06-05T23-36-58-851555-00-00-gemma-4-E4B-it-qat-UD-Q4_K_XL,results/benchloop/qat-latest-llamacpp-all-suites-temp1-top_p095-top_k64/run-json/gemma-4-E4B-it-qat-UD-Q4_K_XL.run.json,gemma-4-E4B-it-qat-UD-Q4_K_XL,openai_compat,raw,speed,speed-long-001,1,true,true,65.86,10590.022042000783,384,20,,0,0,36.260547756844,10590.022042000783
qat_latest_llamacpp_all_suites_temp1_top_p095_top_k64,Metal,2026-06-05T23-36-58-851555-00-00-gemma-4-E4B-it-qat-UD-Q4_K_XL,results/benchloop/qat-latest-llamacpp-all-suites-temp1-top_p095-top_k64/run-json/gemma-4-E4B-it-qat-UD-Q4_K_XL.run.json,gemma-4-E4B-it-qat-UD-Q4_K_XL,openai_compat,raw,speed,speed-long-001,2,false,true,67.02,9934.589707991108,384,20,,0,0,38.6528292850505,9934.589707991108
qat_latest_llamacpp_all_suites_temp1_top_p095_top_k64,Metal,2026-06-05T23-36-58-851555-00-00-gemma-4-E4B-it-qat-UD-Q4_K_XL,results/benchloop/qat-latest-llamacpp-all-suites-temp1-top_p095-top_k64/run-json/gemma-4-E4B-it-qat-UD-Q4_K_XL.run.json,gemma-4-E4B-it-qat-UD-Q4_K_XL,openai_compat,raw,speed,speed-long-001,3,false,true,66.26,10356.499417001032,384,20,,0,0,37.078165559458526,10356.499417001032
qat_latest_llamacpp_all_suites_temp1_top_p095_top_k64,Metal,2026-06-05T23-36-58-851555-00-00-gemma-4-E4B-it-qat-UD-Q4_K_XL,results/benchloop/qat-latest-llamacpp-all-suites-temp1-top_p095-top_k64/run-json/gemma-4-E4B-it-qat-UD-Q4_K_XL.run.json,gemma-4-E4B-it-qat-UD-Q4_K_XL,openai_compat,raw,speed,speed-long-002,1,true,true,66.88,10008.015667001018,384,21,,0,0,38.369244491307704,10008.015667001018
qat_latest_llamacpp_all_suites_temp1_top_p095_top_k64,Metal,2026-06-05T23-36-58-851555-00-00-gemma-4-E4B-it-qat-UD-Q4_K_XL,results/benchloop/qat-latest-llamacpp-all-suites-temp1-top_p095-top_k64/run-json/gemma-4-E4B-it-qat-UD-Q4_K_XL.run.json,gemma-4-E4B-it-qat-UD-Q4_K_XL,openai_compat,raw,speed,speed-long-002,2,false,true,66.21,10386.817457998404,384,21,,0,0,36.9699382465126,10386.817457998404
qat_latest_llamacpp_all_suites_temp1_top_p095_top_k64,Metal,2026-06-05T23-36-58-851555-00-00-gemma-4-E4B-it-qat-UD-Q4_K_XL,results/benchloop/qat-latest-llamacpp-all-suites-temp1-top_p095-top_k64/run-json/gemma-4-E4B-it-qat-UD-Q4_K_XL.run.json,gemma-4-E4B-it-qat-UD-Q4_K_XL,openai_compat,raw,speed,speed-long-002,3,false,true,66.25,10367.021832993487,384,21,,0,0,37.04053161901364,10367.021832993487
qat_latest_llamacpp_all_suites_temp1_top_p095_top_k64,Metal,2026-06-05T23-36-58-851555-00-00-gemma-4-E4B-it-qat-UD-Q4_K_XL,results/benchloop/qat-latest-llamacpp-all-suites-temp1-top_p095-top_k64/run-json/gemma-4-E4B-it-qat-UD-Q4_K_XL.run.json,gemma-4-E4B-it-qat-UD-Q4_K_XL,openai_compat,raw,speed,speed-long-003,1,true,true,66.47,10237.327750000986,384,21,,0,0,37.50978862623237,10237.327750000986
qat_latest_llamacpp_all_suites_temp1_top_p095_top_k64,Metal,2026-06-05T23-36-58-851555-00-00-gemma-4-E4B-it-qat-UD-Q4_K_XL,results/benchloop/qat-latest-llamacpp-all-suites-temp1-top_p095-top_k64/run-json/gemma-4-E4B-it-qat-UD-Q4_K_XL.run.json,gemma-4-E4B-it-qat-UD-Q4_K_XL,openai_compat,raw,speed,speed-long-003,2,false,true,66.44,10258.094833989162,384,21,,0,0,37.43385162785342,10258.094833989162
qat_latest_llamacpp_all_suites_temp1_top_p095_top_k64,Metal,2026-06-05T23-36-58-851555-00-00-gemma-4-E4B-it-qat-UD-Q4_K_XL,results/benchloop/qat-latest-llamacpp-all-suites-temp1-top_p095-top_k64/run-json/gemma-4-E4B-it-qat-UD-Q4_K_XL.run.json,gemma-4-E4B-it-qat-UD-Q4_K_XL,openai_compat,raw,speed,speed-long-003,3,false,true,66.46,10242.95854200318,384,21,,0,0,37.48916862499596,10242.95854200318
