"Time","Model","ExitCode","PromptTPS","GenerationTPS","PromptTokens","GenerationTokens","ContentChars","Article","Note"
"2026-05-20T15:22:53","Huihui 35B A3B MTP Q5_K","0","133.44206390392173","54.247003047283314","18","1676","4678","C:\Users\Admin\Documents\Codex\2026-05-18\i-want-to-run-qwen-3\logs\bolan-Huihui_35B_A3B_MTP_Q5_K-bolan-article.article.md",""
"2026-05-20T15:23:54","Qwopus 35B APEX Balanced","0","128.35139760410723","51.20942040466811","18","2117","5724","C:\Users\Admin\Documents\Codex\2026-05-18\i-want-to-run-qwen-3\logs\bolan-Qwopus_35B_APEX_Balanced-bolan-article.article.md",""
"2026-05-20T15:24:54","Qwopus 35B APEX I-Balanced","0","130.06156247290386","53.451750290738","18","1988","5480","C:\Users\Admin\Documents\Codex\2026-05-18\i-want-to-run-qwen-3\logs\bolan-Qwopus_35B_APEX_I-Balanced-bolan-article.article.md",""
"2026-05-20T15:26:09","Qwopus 35B MXFP4_MOE","0","148.30683035346462","42.48830366494431","18","2415","5568","C:\Users\Admin\Documents\Codex\2026-05-18\i-want-to-run-qwen-3\logs\bolan-Qwopus_35B_MXFP4_MOE-bolan-article.article.md",""
"2026-05-20T15:28:22","Qwopus 27B preview IQ4_XS","0","57.47144786541464","16.575713843634905","18","1962","5486","C:\Users\Admin\Documents\Codex\2026-05-18\i-want-to-run-qwen-3\logs\bolan-Qwopus_27B_preview_IQ4_XS-bolan-article.article.md",""
"2026-05-20T15:30:53","Qwen3.6 27B PRISM-PRO-DQ","0","50.50930212980891","17.734580312109994","18","2419","6618","C:\Users\Admin\Documents\Codex\2026-05-18\i-want-to-run-qwen-3\logs\bolan-Qwen3.6_27B_PRISM-PRO-DQ-bolan-article.article.md",""
