"Time","NMax","Mode","ExitCode","PromptTPS","GenerationTPS","PromptTokens","GenerationTokens","DraftTokens","AcceptedDraftTokens","AcceptRate","VisionSeen","Note","Log"
"2026-05-20T18:35:01","1","text","0","113.48376236500161","16.451919314003806","36","512","291","219","0.752577319587629","","","C:\Users\Admin\Documents\Codex\2026-05-18\i-want-to-run-qwen-3\logs\qwopus27-nmax1-text.response.json"
"2026-05-20T18:35:35","1","image","0","139.697299005","17.714741592088874","1109","256","134","121","0.902985074626866","True","","C:\Users\Admin\Documents\Codex\2026-05-18\i-want-to-run-qwen-3\logs\qwopus27-nmax1-image.response.json"
"2026-05-20T18:36:17","2","text","0","114.49653329940843","17.677190878928574","36","512","456","282","0.618421052631579","","","C:\Users\Admin\Documents\Codex\2026-05-18\i-want-to-run-qwen-3\logs\qwopus27-nmax2-text.response.json"
"2026-05-20T18:36:49","2","image","0","138.99718233033727","21.473660123295716","1109","256","186","162","0.870967741935484","True","","C:\Users\Admin\Documents\Codex\2026-05-18\i-want-to-run-qwen-3\logs\qwopus27-nmax2-image.response.json"
