"Time","Variant","Mode","ExitCode","PromptTPS","GenerationTPS","PromptTokens","GenerationTokens","DraftTokens","AcceptedDraftTokens","AcceptRate","VisionSeen","Note","Log"
"2026-05-20T17:00:11","baseline","text","0","112.37533361427165","17.633712793382617","36","512","460","281","0.610869565217391","","","C:\Users\Admin\Documents\Codex\2026-05-18\i-want-to-run-qwen-3\logs\qwopus27-baseline-text.response.json"
"2026-05-20T17:00:43","baseline","image","0","137.2373078074416","21.19607637443101","1109","256","188","160","0.851063829787234","True","","C:\Users\Admin\Documents\Codex\2026-05-18\i-want-to-run-qwen-3\logs\qwopus27-baseline-image.response.json"
"2026-05-20T17:01:24","pmin-0.75","text","0","115.04023212562392","18.153954826649056","36","512","448","287","0.640625","","","C:\Users\Admin\Documents\Codex\2026-05-18\i-want-to-run-qwen-3\logs\qwopus27-pmin-0.75-text.response.json"
"2026-05-20T17:01:57","pmin-0.75","image","0","139.50926201864746","19.7331568449118","1109","256","202","153","0.757425742574257","True","","C:\Users\Admin\Documents\Codex\2026-05-18\i-want-to-run-qwen-3\logs\qwopus27-pmin-0.75-image.response.json"
