"Time","Model","Mode","ExitCode","LoadLocalMiB","LoadDedicatedMiB","LoadSharedMiB","PromptTPS","GenerationTPS","PromptTokens","GenerationTokens","ReasoningChars","ContentChars","VisionSeen","TestsPassed","TestsTotal","Note","Log"
"2026-05-23T01:50:47","Qwopus27-v2-IQ4_XS","typescript","0","32047.77","28921.21","3126.56","188.40822859480656","22.937648426083996","210","5476","14339","1156","","8","8","","C:\Users\Admin\Documents\Codex\2026-05-18\i-want-to-run-qwen-3\logs\Qwopus27-v2-IQ4_XS.code.response.json"
