"Time","CtxSize","Mode","ExitCode","PromptTPS","GenerationTPS","PromptTokens","GenerationTokens","DraftTokens","AcceptedDraftTokens","AcceptRate","VisionSeen","LoadLocalMiB","LoadDedicatedMiB","LoadSharedMiB","LoadCommittedMiB","PostLocalMiB","PostDedicatedMiB","PostSharedMiB","PostCommittedMiB","Note","Log"
"2026-05-20T19:30:26","262144","text","0","117.86082600795561","18.99959347549507","36","512","428","297","0.69392523364486","","29135.4","25715.19","3420.21","29135.4","29181.98","25715.98","3466","29181.98","","C:\Users\Admin\Documents\Codex\2026-05-18\i-want-to-run-qwen-3\logs\qwopus27-ctx262144-text.response.json"
"2026-05-20T19:31:04","262144","image","0","142.00629411846808","19.91097770756047","1109","256","200","154","0.77","True","29135.4","25715.19","3420.21","29135.4","28161.67","25716.67","2445","28161.67","","C:\Users\Admin\Documents\Codex\2026-05-18\i-want-to-run-qwen-3\logs\qwopus27-ctx262144-image.response.json"
"2026-05-20T19:31:49","131072","text","0","115.81558298669087","18.493254838135258","36","512","439","291","0.662870159453303","","24293.37","21897.16","2396.21","24293.37","24340.08","21898.08","2442","24340.08","","C:\Users\Admin\Documents\Codex\2026-05-18\i-want-to-run-qwen-3\logs\qwopus27-ctx131072-text.response.json"
"2026-05-20T19:32:24","131072","image","0","142.20672523685948","19.77523778010229","1109","202","160","122","0.7625","True","24293.37","21897.16","2396.21","24293.37","24340.83","21900.84","2440","24340.83","","C:\Users\Admin\Documents\Codex\2026-05-18\i-want-to-run-qwen-3\logs\qwopus27-ctx131072-image.response.json"
