iteration,candidate,model_id,run_json,policy_json,quality_score,overall_score,speed_score,reliability_score,value_score,generation_tok_per_sec,total_runtime_sec,agent_score,coding_score,dataextract_score,instructfollow_score,reasonmath_score,toolcall_score,proxy_requests,preflight_requests,coding_fallbacks,retried_requests
1,promoted-extra5-control,gemma-4-E2B-it-qat-UD-Q4_K_XL,results/benchloop/gemma4-fastify-optimization-extra3/iteration-01/run-json/gemma-4-E2B-it-qat-UD-Q4_K_XL-gemma4-harness-optimized.run.json,results/benchloop/gemma4-fastify-optimization-extra3/iteration-01/policy.json,85.68166666666666,79.15114138576779,66.03,75.28089887640449,24.257403237568564,37.60725248718461,448.96835479099536,96.88,100,82.77,61.11,73.33,100,121,12,12,0
1,promoted-extra5-control,gemma-4-E4B-it-qat-UD-Q4_K_XL,results/benchloop/gemma4-fastify-optimization-extra3/iteration-01/run-json/gemma-4-E4B-it-qat-UD-Q4_K_XL-gemma4-harness-optimized.run.json,results/benchloop/gemma4-fastify-optimization-extra3/iteration-01/policy.json,86.335,79.00607022471911,57.89,79.7752808988764,16.207206317062532,23.531679532292983,637.6978203750041,96.88,100,87.8,63.33,80,90,118,12,12,0
2,json-768-instruction-448-default-288,gemma-4-E2B-it-qat-UD-Q4_K_XL,results/benchloop/gemma4-fastify-optimization-extra3/iteration-02/run-json/gemma-4-E2B-it-qat-UD-Q4_K_XL-gemma4-harness-optimized.run.json,results/benchloop/gemma4-fastify-optimization-extra3/iteration-02/policy.json,85.88499999999999,80.06077247191011,67.21,77.52808988764045,26.45495793845144,39.73110751438228,419.2603424170229,100,100,85.87,61.11,73.33,95,118,12,12,0
2,json-768-instruction-448-default-288,gemma-4-E4B-it-qat-UD-Q4_K_XL,results/benchloop/gemma4-fastify-optimization-extra3/iteration-02/run-json/gemma-4-E4B-it-qat-UD-Q4_K_XL-gemma4-harness-optimized.run.json,results/benchloop/gemma4-fastify-optimization-extra3/iteration-02/policy.json,84.71166666666666,76.98764138576779,57.88,75.28089887640449,15.204896241098611,23.84270022410424,646.4884644590202,96.88,100,85.27,64.45,66.67,95,119,12,12,0
3,tool-rescue-reason-1024-default-256,gemma-4-E2B-it-qat-UD-Q4_K_XL,results/benchloop/gemma4-fastify-optimization-extra3/iteration-03/run-json/gemma-4-E2B-it-qat-UD-Q4_K_XL-gemma4-harness-optimized.run.json,results/benchloop/gemma4-fastify-optimization-extra3/iteration-03/policy.json,84.10166666666666,78.55414138576779,67.39,75.28089887640449,25.200634775334855,39.803575126967615,460.1402142920124,87.5,100,84.33,64.45,73.33,95,122,12,12,0
3,tool-rescue-reason-1024-default-256,gemma-4-E4B-it-qat-UD-Q4_K_XL,results/benchloop/gemma4-fastify-optimization-extra3/iteration-03/run-json/gemma-4-E4B-it-qat-UD-Q4_K_XL-gemma4-harness-optimized.run.json,results/benchloop/gemma4-fastify-optimization-extra3/iteration-03/policy.json,87.39666666666666,80.04288576779027,58.75,80.89887640449437,17.42877371129398,24.650712274577668,636.4087272500037,96.88,100,89.17,63.33,80,95,119,12,12,0
