variant,run_id,run_json,model_id,provider,harness,suite_name,task_id,trial_index,trial_warmup,trial_passed,trial_score,trial_latency_ms,trial_tokens_generated,trial_tokens_prompt,trial_error,trial_speed_metrics_ttft_ms,trial_speed_metrics_prompt_eval_tok_per_sec,trial_speed_metrics_generation_tok_per_sec,trial_speed_metrics_total_latency_ms
"baseline_speed_only","20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat/run.json","gemma-4-E4B-it-IQ4_XS","openai_compat","raw","speed","speed-medium-001","2","false","true","56.78","7287.576499998977","160","20","","0","0","21.955172614657624","7287.576499998977"
"baseline_speed_only","20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat/run.json","gemma-4-E4B-it-IQ4_XS","openai_compat","raw","speed","speed-medium-001","3","false","true","57.21","7119.332875001419","160","20","","0","0","22.474015867669078","7119.332875001419"
"baseline_speed_only","20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat/run.json","gemma-4-E4B-it-IQ4_XS","openai_compat","raw","speed","speed-medium-002","1","true","true","55.63","7769.159750001563","160","20","","0","0","20.59424765978944","7769.159750001563"
"baseline_speed_only","20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat/run.json","gemma-4-E4B-it-IQ4_XS","openai_compat","raw","speed","speed-medium-002","2","false","true","56.23","7513.019375001022","160","20","","0","0","21.296364619048813","7513.019375001022"
"baseline_speed_only","20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat/run.json","gemma-4-E4B-it-IQ4_XS","openai_compat","raw","speed","speed-medium-002","3","false","true","56.24","7510.911500001384","160","20","","0","0","21.302341267097944","7510.911500001384"
"baseline_speed_only","20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat/run.json","gemma-4-E4B-it-IQ4_XS","openai_compat","raw","speed","speed-medium-003","1","true","true","56.12","7561.614334001206","160","17","","0","0","21.159502843268715","7561.614334001206"
"baseline_speed_only","20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat/run.json","gemma-4-E4B-it-IQ4_XS","openai_compat","raw","speed","speed-medium-003","2","false","true","55.92","7646.152625005925","160","17","","0","0","20.925556661887327","7646.152625005925"
"baseline_speed_only","20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat/run.json","gemma-4-E4B-it-IQ4_XS","openai_compat","raw","speed","speed-medium-003","3","false","true","56.16","7542.22816699621","160","17","","0","0","21.213890173747163","7542.22816699621"
"baseline_speed_only","20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat/run.json","gemma-4-E4B-it-IQ4_XS","openai_compat","raw","speed","speed-long-001","1","true","true","56.6","17666.333749999467","384","20","","0","0","21.736258662044783","17666.333749999467"
"baseline_speed_only","20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat/run.json","gemma-4-E4B-it-IQ4_XS","openai_compat","raw","speed","speed-long-001","2","false","true","56.36","17904.217916999187","384","20","","0","0","21.447460133704617","17904.217916999187"
"baseline_speed_only","20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat/run.json","gemma-4-E4B-it-IQ4_XS","openai_compat","raw","speed","speed-long-001","3","false","true","56.5","17763.58658299432","384","20","","0","0","21.617256076406107","17763.58658299432"
"baseline_speed_only","20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat/run.json","gemma-4-E4B-it-IQ4_XS","openai_compat","raw","speed","speed-long-002","1","true","true","56.41","17851.960207997763","384","21","","0","0","21.51024288234556","17851.960207997763"
"baseline_speed_only","20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat/run.json","gemma-4-E4B-it-IQ4_XS","openai_compat","raw","speed","speed-long-002","2","false","true","56.43","17834.672375000082","384","21","","0","0","21.53109358702185","17834.672375000082"
"baseline_speed_only","20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat/run.json","gemma-4-E4B-it-IQ4_XS","openai_compat","raw","speed","speed-long-002","3","false","true","56.49","17777.238082999247","384","21","","0","0","21.600655749063034","17777.238082999247"
"baseline_speed_only","20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat/run.json","gemma-4-E4B-it-IQ4_XS","openai_compat","raw","speed","speed-long-003","1","true","true","56.22","18041.349042003276","384","21","","0","0","21.28443937900563","18041.349042003276"
"baseline_speed_only","20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat/run.json","gemma-4-E4B-it-IQ4_XS","openai_compat","raw","speed","speed-long-003","2","false","true","56.34","17921.502666999004","384","21","","0","0","21.426774703836912","17921.502666999004"
"baseline_speed_only","20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-105127-gemma-4-E4B-it-IQ4_XS-local-openai_compat/run.json","gemma-4-E4B-it-IQ4_XS","openai_compat","raw","speed","speed-long-003","3","false","true","56.4","17863.677542001824","384","21","","0","0","21.496133654289448","17863.677542001824"
"baseline_speed_only","20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat/run.json","gemma-4-12b-it-Q4_K_M","openai_compat","raw","speed","speed-short-001","1","true","true","33","1356.6054999973858","8","19","","0","0","5.897071772166202","1356.6054999973858"
"baseline_speed_only","20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat/run.json","gemma-4-12b-it-Q4_K_M","openai_compat","raw","speed","speed-short-001","2","false","true","34.31","1261.7365839978447","8","19","","0","0","6.340467655024946","1261.7365839978447"
"baseline_speed_only","20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat/run.json","gemma-4-12b-it-Q4_K_M","openai_compat","raw","speed","speed-short-001","3","false","true","32.1","1425.992333002796","8","19","","0","0","5.610128339998806","1425.992333002796"
"baseline_speed_only","20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat/run.json","gemma-4-12b-it-Q4_K_M","openai_compat","raw","speed","speed-short-002","1","true","true","38.78","4560.162625006342","37","20","","0","0","8.113745724133807","4560.162625006342"
"baseline_speed_only","20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat/run.json","gemma-4-12b-it-Q4_K_M","openai_compat","raw","speed","speed-short-002","2","false","true","39.12","4475.038415999734","37","20","","0","0","8.26808544653222","4475.038415999734"
"baseline_speed_only","20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat/run.json","gemma-4-12b-it-Q4_K_M","openai_compat","raw","speed","speed-short-002","3","false","true","39.16","4464.112291003403","37","20","","0","0","8.28832197491239","4464.112291003403"
"baseline_speed_only","20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat/run.json","gemma-4-12b-it-Q4_K_M","openai_compat","raw","speed","speed-short-003","1","true","true","37.7","3270.2884999962407","25","23","","0","0","7.64458548535664","3270.2884999962407"
"baseline_speed_only","20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat/run.json","gemma-4-12b-it-Q4_K_M","openai_compat","raw","speed","speed-short-003","2","false","true","38.41","3144.8240829995484","25","23","","0","0","7.94957025899995","3144.8240829995484"
"baseline_speed_only","20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat/run.json","gemma-4-12b-it-Q4_K_M","openai_compat","raw","speed","speed-short-003","3","false","true","38.25","3172.3110000020824","25","23","","0","0","7.880690134095802","3172.3110000020824"
"baseline_speed_only","20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat/run.json","gemma-4-12b-it-Q4_K_M","openai_compat","raw","speed","speed-medium-001","1","true","true","39.78","18658.834583999123","160","24","","0","0","8.575026445499867","18658.834583999123"
"baseline_speed_only","20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat/run.json","gemma-4-12b-it-Q4_K_M","openai_compat","raw","speed","speed-medium-001","2","false","true","39.83","18600.9729590005","160","24","","0","0","8.601700585913727","18600.9729590005"
"baseline_speed_only","20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat/run.json","gemma-4-12b-it-Q4_K_M","openai_compat","raw","speed","speed-medium-001","3","false","true","39.89","18538.523333998455","160","24","","0","0","8.630676624959138","18538.523333998455"
"baseline_speed_only","20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat/run.json","gemma-4-12b-it-Q4_K_M","openai_compat","raw","speed","speed-medium-002","1","true","true","39.7","18739.790457999334","160","24","","0","0","8.537982340763145","18739.790457999334"
"baseline_speed_only","20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat/run.json","gemma-4-12b-it-Q4_K_M","openai_compat","raw","speed","speed-medium-002","2","false","true","39.85","18584.67558400298","160","24","","0","0","8.609243636069829","18584.67558400298"
"baseline_speed_only","20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat/run.json","gemma-4-12b-it-Q4_K_M","openai_compat","raw","speed","speed-medium-002","3","false","true","39.96","18470.24687499652","160","24","","0","0","8.662580477827541","18470.24687499652"
"baseline_speed_only","20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat/run.json","gemma-4-12b-it-Q4_K_M","openai_compat","raw","speed","speed-medium-003","1","true","true","39.68","18763.0324999991","160","21","","0","0","8.52740621751882","18763.0324999991"
"baseline_speed_only","20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat","/Users/okasi/.bench-loop/runs/20260605-110228-gemma-4-12b-it-Q4_K_M-local-openai_compat/run.json","gemma-4-12b-it-Q4_K_M","openai_compat","raw","speed","speed-medium-003","2","false","true","39.9","18533.430082999985","160","21","","0","0","8.63304845802731","18533.430082999985"
